"1[0]","1[1]"
"1[1]","1[2]"
"2[1]","2[2]","2[1,1]","1[3]","2[2,1]","1[3,1]"
"2[1]","3[2]","5[1,1]","4[3]","7[2,1]","3[1,1,1]","1[4]","6[3,1]","2[2,2]","4[2,1,1]","2[4,1]","2[3,2]","2[3,1,1]","1[2,2,1]","1[4,1,1]","1[3,3]"
"2[1]","6[2]","6[1,1]","8[3]","16[2,1]","9[1,1,1]","6[4]","19[3,1]","12[2,2]","17[2,1,1]","5[1,1,1,1]","2[5]","12[4,1]","14[3,2]","16[3,1,1]","10[2,2,1]","7[2,1,1,1]","3[5,1]","7[4,2]","8[4,1,1]","4[3,3]","9[3,2,1]","5[3,1,1,1]","2[2,2,2]","2[2,2,1,1]","1[5,2]","2[5,1,1]","2[4,3]","3[4,2,1]","2[4,1,1,1]","2[3,3,1]","1[3,2,2]","1[3,2,1,1]","1[5,1,1,1]","1[4,3,1]"
"2[1]","9[2]","7[1,1]","14[3]","30[2,1]","15[1,1,1]","17[4]","46[3,1]","34[2,2]","45[2,1,1]","17[1,1,1,1]","10[5]","43[4,1]","53[3,2]","62[3,1,1]","47[2,2,1]","36[2,1,1,1]","7[1,1,1,1,1]","3[6]","22[5,1]","45[4,2]","44[4,1,1]","20[3,3]","66[3,2,1]","39[3,1,1,1]","18[2,2,2]","25[2,2,1,1]","12[2,1,1,1,1]","5[6,1]","17[5,2]","19[5,1,1]","19[4,3]","41[4,2,1]","23[4,1,1,1]","23[3,3,1]","19[3,2,2]","28[3,2,1,1]","9[3,1,1,1,1]","7[2,2,2,1]","5[2,2,1,1,1]","3[6,2]","3[6,1,1]","5[5,3]","12[5,2,1]","9[5,1,1,1]","5[4,4]","14[4,3,1]","10[4,2,2]","12[4,2,1,1]","5[4,1,1,1,1]","5[3,3,2]","8[3,3,1,1]","5[3,2,2,1]","3[3,2,1,1,1]","1[2,2,2,2]","1[6,2,1]","2[6,1,1,1]","1[5,4]","3[5,3,1]","1[5,2,2]","3[5,2,1,1]","2[5,1,1,1,1]","2[4,4,1]","3[4,3,2]","3[4,3,1,1]","1[4,2,2,1]","1[4,2,1,1,1]","1[3,3,2,1]","1[6,1,1,1,1]","1[5,3,1,1]","1[4,4,2]"
"2[1]","10[2]","10[1,1]","24[3]","47[2,1]","23[1,1,1]","33[4]","97[3,1]","66[2,2]","97[2,1,1]","32[1,1,1,1]","29[5]","118[4,1]","147[3,2]","171[3,1,1]","142[2,2,1]","109[2,1,1,1]","28[1,1,1,1,1]","16[6]","89[5,1]","164[4,2]","175[4,1,1]","89[3,3]","269[3,2,1]","161[3,1,1,1]","78[2,2,2]","133[2,2,1,1]","68[2,1,1,1,1]","11[1,1,1,1,1,1]","4[7]","39[6,1]","105[5,2]","108[5,1,1]","106[4,3]","249[4,2,1]","135[4,1,1,1]","140[3,3,1]","132[3,2,2]","207[3,2,1,1]","80[3,1,1,1,1]","68[2,2,2,1]","58[2,2,1,1,1]","19[2,1,1,1,1,1]","8[7,1]","36[6,2]","38[6,1,1]","59[5,3]","127[5,2,1]","68[5,1,1,1]","33[4,4]","135[4,3,1]","101[4,2,2]","152[4,2,1,1]","55[4,1,1,1,1]","69[3,3,2]","85[3,3,1,1]","90[3,2,2,1]","70[3,2,1,1,1]","17[3,1,1,1,1,1]","12[2,2,2,2]","20[2,2,2,1,1]","9[2,2,1,1,1,1]","5[7,2]","6[7,1,1]","15[6,3]","32[6,2,1]","22[6,1,1,1]","17[5,4]","57[5,3,1]","39[5,2,2]","61[5,2,1,1]","25[5,1,1,1,1]","34[4,4,1]","53[4,3,2]","63[4,3,1,1]","51[4,2,2,1]","39[4,2,1,1,1]","10[4,1,1,1,1,1]","11[3,3,3]","34[3,3,2,1]","21[3,3,1,1,1]","12[3,2,2,2]","18[3,2,2,1,1]","7[3,2,1,1,1,1]","2[2,2,2,2,1]","1[2,2,2,1,1,1]","1[7,3]","3[7,2,1]","3[7,1,1,1]","3[6,4]","9[6,3,1]","6[6,2,2]","13[6,2,1,1]","9[6,1,1,1,1]","2[5,5]","13[5,4,1]","16[5,3,2]","20[5,3,1,1]","14[5,2,2,1]","13[5,2,1,1,1]","5[5,1,1,1,1,1]","12[4,4,2]","11[4,4,1,1]","6[4,3,3]","19[4,3,2,1]","11[4,3,1,1,1]","4[4,2,2,2]","6[4,2,2,1,1]","3[4,2,1,1,1,1]","3[3,3,3,1]","3[3,3,2,2]","4[3,3,2,1,1]","1[3,3,1,1,1,1]","1[3,2,2,2,1]","1[7,2,1,1]","2[7,1,1,1,1]","1[6,4,1]","1[6,3,2]","3[6,3,1,1]","1[6,2,2,1]","3[6,2,1,1,1]","2[6,1,1,1,1,1]","1[5,5,1]","3[5,4,2]","3[5,4,1,1]","1[5,3,3]","4[5,3,2,1]","3[5,3,1,1,1]","1[5,2,2,1,1]","1[5,2,1,1,1,1]","2[4,4,3]","3[4,4,2,1]","1[4,4,1,1,1]","1[4,3,3,1]","1[4,3,2,2]","1[4,3,2,1,1]","1[7,1,1,1,1,1]","1[6,3,1,1,1]","1[5,4,2,1]","1[4,4,4]"
"2[1]","11[2]","13[1,1]","35[3]","68[2,1]","34[1,1,1]","57[4]","178[3,1]","113[2,2]","177[2,1,1]","55[1,1,1,1]","67[5]","267[4,1]","334[3,2]","393[3,1,1]","328[2,2,1]","257[2,1,1,1]","64[1,1,1,1,1]","49[6]","265[5,1]","471[4,2]","523[4,1,1]","271[3,3]","815[3,2,1]","490[3,1,1,1]","241[2,2,2]","440[2,2,1,1]","229[2,1,1,1,1]","47[1,1,1,1,1,1]","24[7]","169[6,1]","417[5,2]","435[5,1,1]","419[4,3]","1003[4,2,1]","551[4,1,1,1]","585[3,3,1]","565[3,2,2]","911[3,2,1,1]","368[3,1,1,1,1]","335[2,2,2,1]","313[2,2,1,1,1]","122[2,1,1,1,1,1]","15[1,1,1,1,1,1,1]","5[8]","66[7,1]","221[6,2]","234[6,1,1]","340[5,3]","731[5,2,1]","384[5,1,1,1]","164[4,4]","788[4,3,1]","594[4,2,2]","939[4,2,1,1]","337[4,1,1,1,1]","436[3,3,2]","537[3,3,1,1]","637[3,2,2,1]","537[3,2,1,1,1]","156[3,1,1,1,1,1]","100[2,2,2,2]","197[2,2,2,1,1]","114[2,2,1,1,1,1]","30[2,1,1,1,1,1,1]","12[8,1]","68[7,2]","72[7,1,1]","151[6,3]","317[6,2,1]","171[6,1,1,1]","145[5,4]","512[5,3,1]","363[5,2,2]","556[5,2,1,1]","200[5,1,1,1,1]","272[4,4,1]","488[4,3,2]","596[4,3,1,1]","549[4,2,2,1]","443[4,2,1,1,1]","118[4,1,1,1,1,1]","111[3,3,3]","389[3,3,2,1]","251[3,3,1,1,1]","164[3,2,2,2]","289[3,2,2,1,1]","155[3,2,1,1,1,1]","28[3,1,1,1,1,1,1]","52[2,2,2,2,1]","47[2,2,2,1,1,1]","17[2,2,1,1,1,1,1]","8[8,2]","11[8,1,1]","35[7,3]","73[7,2,1]","45[7,1,1,1]","52[6,4]","177[6,3,1]","117[6,2,2]","198[6,2,1,1]","78[6,1,1,1,1]","32[5,5]","183[5,4,1]","257[5,3,2]","304[5,3,1,1]","261[5,2,2,1]","216[5,2,1,1,1]","63[5,1,1,1,1,1]","143[4,4,2]","170[4,4,1,1]","111[4,3,3]","348[4,3,2,1]","213[4,3,1,1,1]","106[4,2,2,2]","194[4,2,2,1,1]","99[4,2,1,1,1,1]","19[4,1,1,1,1,1,1]","76[3,3,3,1]","86[3,3,2,2]","128[3,3,2,1,1]","54[3,3,1,1,1,1]","59[3,2,2,2,1]","49[3,2,2,1,1,1]","15[3,2,1,1,1,1,1]","3[2,2,2,2,2]","8[2,2,2,2,1,1]","2[2,2,2,1,1,1,1]","3[8,3]","6[8,2,1]","6[8,1,1,1]","8[7,4]","27[7,3,1]","18[7,2,2]","37[7,2,1,1]","22[7,1,1,1,1]","10[6,5]","49[6,4,1]","62[6,3,2]","82[6,3,1,1]","66[6,2,2,1]","67[6,2,1,1,1]","26[6,1,1,1,1,1]","28[5,5,1]","78[5,4,2]","86[5,4,1,1]","44[5,3,3]","137[5,3,2,1]","88[5,3,1,1,1]","38[5,2,2,2]","69[5,2,2,1,1]","42[5,2,1,1,1,1]","10[5,1,1,1,1,1,1]","35[4,4,3]","83[4,4,2,1]","43[4,4,1,1,1]","57[4,3,3,1]","54[4,3,2,2]","85[4,3,2,1,1]","33[4,3,1,1,1,1]","27[4,2,2,2,1]","22[4,2,2,1,1,1]","8[4,2,1,1,1,1,1]","14[3,3,3,2]","16[3,3,3,1,1]","19[3,3,2,2,1]","14[3,3,2,1,1,1]","2[3,3,1,1,1,1,1]","3[3,2,2,2,2]","4[3,2,2,2,1,1]","1[3,2,2,1,1,1,1]","1[8,3,1]","3[8,2,1,1]","3[8,1,1,1,1]","1[7,5]","4[7,4,1]","5[7,3,2]","9[7,3,1,1]","7[7,2,2,1]","13[7,2,1,1,1]","9[7,1,1,1,1,1]","6[6,5,1]","12[6,4,2]","18[6,4,1,1]","7[6,3,3]","24[6,3,2,1]","21[6,3,1,1,1]","4[6,2,2,2]","15[6,2,2,1,1]","13[6,2,1,1,1,1]","5[6,1,1,1,1,1,1]","11[5,5,2]","8[5,5,1,1]","14[5,4,3]","33[5,4,2,1]","17[5,4,1,1,1]","15[5,3,3,1]","16[5,3,2,2]","24[5,3,2,1,1]","12[5,3,1,1,1,1]","5[5,2,2,2,1]","6[5,2,2,1,1,1]","3[5,2,1,1,1,1,1]","4[4,4,4]","15[4,4,3,1]","8[4,4,2,2]","15[4,4,2,1,1]","3[4,4,1,1,1,1]","7[4,3,3,2]","7[4,3,3,1,1]","8[4,3,2,2,1]","5[4,3,2,1,1,1]","1[4,3,1,1,1,1,1]","1[4,2,2,2,1,1]","1[3,3,3,2,1]","1[3,3,3,1,1,1]","1[3,3,2,2,2]","1[8,2,1,1,1]","2[8,1,1,1,1,1]","1[7,4,1,1]","1[7,3,2,1]","3[7,3,1,1,1]","1[7,2,2,1,1]","3[7,2,1,1,1,1]","2[7,1,1,1,1,1,1]","1[6,5,2]","1[6,5,1,1]","1[6,4,3]","4[6,4,2,1]","3[6,4,1,1,1]","1[6,3,3,1]","1[6,3,2,2]","4[6,3,2,1,1]","3[6,3,1,1,1,1]","1[6,2,2,1,1,1]","1[6,2,1,1,1,1,1]","1[5,5,3]","3[5,5,2,1]","1[5,5,1,1,1]","2[5,4,4]","4[5,4,3,1]","3[5,4,2,2]","4[5,4,2,1,1]","1[5,4,1,1,1,1]","1[5,3,3,2]","1[5,3,3,1,1]","1[5,3,2,2,1]","1[5,3,2,1,1,1]","2[4,4,4,1]","1[4,4,3,2]","1[4,4,3,1,1]","1[4,4,2,2,1]","1[8,1,1,1,1,1,1]","1[7,3,1,1,1,1]","1[6,4,2,1,1]","1[5,5,2,2]","1[5,4,4,1]"
"2[1]","14[2]","14[1,1]","46[3]","94[2,1]","47[1,1,1]","96[4]","288[3,1]","190[2,2]","287[2,1,1]","94[1,1,1,1]","132[5]","529[4,1]","660[3,2]","789[3,1,1]","651[2,2,1]","517[2,1,1,1]","125[1,1,1,1,1]","125[6]","647[5,1]","1162[4,2]","1280[4,1,1]","648[3,3]","2028[3,2,1]","1240[3,1,1,1]","618[2,2,2]","1108[2,2,1,1]","599[2,1,1,1,1]","117[1,1,1,1,1,1]","83[7]","540[6,1]","1289[5,2]","1364[5,1,1]","1295[4,3]","3143[4,2,1]","1752[4,1,1,1]","1871[3,3,1]","1820[3,2,2]","2981[3,2,1,1]","1224[3,1,1,1,1]","1145[2,2,2,1]","1113[2,2,1,1,1]","451[2,1,1,1,1,1]","73[1,1,1,1,1,1,1]","35[8]","302[7,1]","939[6,2]","977[6,1,1]","1361[5,3]","3005[5,2,1]","1600[5,1,1,1]","679[4,4]","3256[4,3,1]","2521[4,2,2]","3974[4,2,1,1]","1469[4,1,1,1,1]","1853[3,3,2]","2391[3,3,1,1]","2878[3,2,2,1]","2516[3,2,1,1,1]","765[3,1,1,1,1,1]","521[2,2,2,2]","1010[2,2,2,1,1]","666[2,2,1,1,1,1]","207[2,1,1,1,1,1,1]","22[1,1,1,1,1,1,1,1]","7[9]","105[8,1]","441[7,2]","457[7,1,1]","870[6,3]","1845[6,2,1]","966[6,1,1,1]","795[5,4]","2903[5,3,1]","2074[5,2,2]","3205[5,2,1,1]","1135[5,1,1,1,1]","1497[4,4,1]","2839[4,3,2]","3529[4,3,1,1]","3368[4,2,2,1]","2808[4,2,1,1,1]","764[4,1,1,1,1,1]","671[3,3,3]","2492[3,3,2,1]","1659[3,3,1,1,1]","1134[3,2,2,2]","2096[3,2,2,1,1]","1232[3,2,1,1,1,1]","281[3,1,1,1,1,1,1]","451[2,2,2,2,1]","468[2,2,2,1,1,1]","216[2,2,1,1,1,1,1]","45[2,1,1,1,1,1,1,1]","17[9,1]","120[8,2]","129[8,1,1]","336[7,3]","703[7,2,1]","381[7,1,1,1]","457[6,4]","1527[6,3,1]","1049[6,2,2]","1633[6,2,1,1]","583[6,1,1,1,1]","230[5,5]","1454[5,4,1]","2132[5,3,2]","2603[5,3,1,1]","2290[5,2,2,1]","1882[5,2,1,1,1]","501[5,1,1,1,1,1]","1185[4,4,2]","1366[4,4,1,1]","943[4,3,3]","3161[4,3,2,1]","2013[4,3,1,1,1]","1106[4,2,2,2]","2006[4,2,2,1,1]","1120[4,2,1,1,1,1]","233[4,1,1,1,1,1,1]","779[3,3,3,1]","866[3,3,2,2]","1446[3,3,2,1,1]","635[3,3,1,1,1,1]","787[3,2,2,2,1]","768[3,2,2,1,1,1]","314[3,2,1,1,1,1,1]","47[3,1,1,1,1,1,1,1]","80[2,2,2,2,2]","156[2,2,2,2,1,1]","100[2,2,2,1,1,1,1]","28[2,2,1,1,1,1,1,1]","14[9,2]","17[9,1,1]","70[8,3]","148[8,2,1]","90[8,1,1,1]","142[7,4]","460[7,3,1]","310[7,2,2]","510[7,2,1,1]","203[7,1,1,1,1]","136[6,5]","668[6,4,1]","894[6,3,2]","1105[6,3,1,1]","939[6,2,2,1]","805[6,2,1,1,1]","234[6,1,1,1,1,1]","346[5,5,1]","952[5,4,2]","1071[5,4,1,1]","596[5,3,3]","1914[5,3,2,1]","1206[5,3,1,1,1]","607[5,2,2,2]","1102[5,2,2,1,1]","626[5,2,1,1,1,1]","137[5,1,1,1,1,1,1]","418[4,4,3]","1084[4,4,2,1]","626[4,4,1,1,1]","878[4,3,3,1]","890[4,3,2,2]","1461[4,3,2,1,1]","611[4,3,1,1,1,1]","601[4,2,2,2,1]","575[4,2,2,1,1,1]","228[4,2,1,1,1,1,1]","33[4,1,1,1,1,1,1,1]","267[3,3,3,2]","343[3,3,3,1,1]","458[3,3,2,2,1]","392[3,3,2,1,1,1]","118[3,3,1,1,1,1,1]","108[3,2,2,2,2]","201[3,2,2,2,1,1]","119[3,2,2,1,1,1,1]","29[3,2,1,1,1,1,1,1]","20[2,2,2,2,2,1]","19[2,2,2,2,1,1,1]","5[2,2,2,1,1,1,1,1]","5[9,3]","12[9,2,1]","11[9,1,1,1]","21[8,4]","68[8,3,1]","43[8,2,2]","88[8,2,1,1]","46[8,1,1,1,1]","33[7,5]","151[7,4,1]","195[7,3,2]","263[7,3,1,1]","216[7,2,2,1]","223[7,2,1,1,1]","81[7,1,1,1,1,1]","16[6,6]","157[6,5,1]","333[6,4,2]","388[6,4,1,1]","193[6,3,3]","627[6,3,2,1]","420[6,3,1,1,1]","187[6,2,2,2]","370[6,2,2,1,1]","241[6,2,1,1,1,1]","65[6,1,1,1,1,1,1]","190[5,5,2]","200[5,5,1,1]","280[5,4,3]","686[5,4,2,1]","391[5,4,1,1,1]","432[5,3,3,1]","420[5,3,2,2]","694[5,3,2,1,1]","298[5,3,1,1,1,1]","252[5,2,2,2,1]","253[5,2,2,1,1,1]","111[5,2,1,1,1,1,1]","20[5,1,1,1,1,1,1,1]","58[4,4,4]","316[4,4,3,1]","246[4,4,2,2]","391[4,4,2,1,1]","140[4,4,1,1,1,1]","235[4,3,3,2]","292[4,3,3,1,1]","354[4,3,2,2,1]","298[4,3,2,1,1,1]","87[4,3,1,1,1,1,1]","59[4,2,2,2,2]","110[4,2,2,2,1,1]","64[4,2,2,1,1,1,1]","17[4,2,1,1,1,1,1,1]","25[3,3,3,3]","98[3,3,3,2,1]","60[3,3,3,1,1,1]","46[3,3,2,2,2]","78[3,3,2,2,1,1]","39[3,3,2,1,1,1,1]","6[3,3,1,1,1,1,1,1]","17[3,2,2,2,2,1]","14[3,2,2,2,1,1,1]","3[3,2,2,1,1,1,1,1]","1[2,2,2,2,2,1,1]","1[9,4]","3[9,3,1]","1[9,2,2]","6[9,2,1,1]","6[9,1,1,1,1]","3[8,5]","13[8,4,1]","16[8,3,2]","29[8,3,1,1]","23[8,2,2,1]","37[8,2,1,1,1]","22[8,1,1,1,1,1]","3[7,6]","25[7,5,1]","49[7,4,2]","66[7,4,1,1]","27[7,3,3]","100[7,3,2,1]","88[7,3,1,1,1]","28[7,2,2,2]","73[7,2,2,1,1]","68[7,2,1,1,1,1]","26[7,1,1,1,1,1,1]","14[6,6,1]","61[6,5,2]","67[6,5,1,1]","71[6,4,3]","184[6,4,2,1]","115[6,4,1,1,1]","101[6,3,3,1]","98[6,3,2,2]","181[6,3,2,1,1]","95[6,3,1,1,1,1]","58[6,2,2,2,1]","73[6,2,2,1,1,1]","43[6,2,1,1,1,1,1]","10[6,1,1,1,1,1,1,1]","49[5,5,3]","107[5,5,2,1]","54[5,5,1,1,1]","37[5,4,4]","161[5,4,3,1]","122[5,4,2,2]","190[5,4,2,1,1]","69[5,4,1,1,1,1]","84[5,3,3,2]","106[5,3,3,1,1]","123[5,3,2,2,1]","109[5,3,2,1,1,1]","36[5,3,1,1,1,1,1]","16[5,2,2,2,2]","32[5,2,2,2,1,1]","23[5,2,2,1,1,1,1]","8[5,2,1,1,1,1,1,1]","39[4,4,4,1]","66[4,4,3,2]","80[4,4,3,1,1]","72[4,4,2,2,1]","55[4,4,2,1,1,1]","12[4,4,1,1,1,1,1]","17[4,3,3,3]","58[4,3,3,2,1]","35[4,3,3,1,1,1]","24[4,3,2,2,2]","40[4,3,2,2,1,1]","19[4,3,2,1,1,1,1]","3[4,3,1,1,1,1,1,1]","5[4,2,2,2,2,1]","4[4,2,2,2,1,1,1]","1[4,2,2,1,1,1,1,1]","5[3,3,3,3,1]","6[3,3,3,2,2]","8[3,3,3,2,1,1]","3[3,3,3,1,1,1,1]","4[3,3,2,2,2,1]","2[3,3,2,2,1,1,1]","1[9,3,1,1]","3[9,2,1,1,1]","3[9,1,1,1,1,1]","1[8,5,1]","1[8,4,2]","4[8,4,1,1]","1[8,3,3]","5[8,3,2,1]","9[8,3,1,1,1]","1[8,2,2,2]","7[8,2,2,1,1]","13[8,2,1,1,1,1]","9[8,1,1,1,1,1,1]","1[7,6,1]","5[7,5,2]","7[7,5,1,1]","5[7,4,3]","18[7,4,2,1]","18[7,4,1,1,1]","9[7,3,3,1]","8[7,3,2,2]","25[7,3,2,1,1]","21[7,3,1,1,1,1]","5[7,2,2,2,1]","15[7,2,2,1,1,1]","13[7,2,1,1,1,1,1]","5[7,1,1,1,1,1,1,1]","3[6,6,2]","4[6,6,1,1]","10[6,5,3]","25[6,5,2,1]","13[6,5,1,1,1]","6[6,4,4]","29[6,4,3,1]","22[6,4,2,2]","42[6,4,2,1,1]","18[6,4,1,1,1,1]","12[6,3,3,2]","17[6,3,3,1,1]","21[6,3,2,2,1]","25[6,3,2,1,1,1]","12[6,3,1,1,1,1,1]","1[6,2,2,2,2]","5[6,2,2,2,1,1]","6[6,2,2,1,1,1,1]","3[6,2,1,1,1,1,1,1]","8[5,5,4]","21[5,5,3,1]","17[5,5,2,2]","21[5,5,2,1,1]","6[5,5,1,1,1,1]","19[5,4,4,1]","25[5,4,3,2]","29[5,4,3,1,1]","26[5,4,2,2,1]","20[5,4,2,1,1,1]","4[5,4,1,1,1,1,1]","4[5,3,3,3]","13[5,3,3,2,1]","8[5,3,3,1,1,1]","5[5,3,2,2,2]","9[5,3,2,2,1,1]","5[5,3,2,1,1,1,1]","1[5,3,1,1,1,1,1,1]","1[5,2,2,2,1,1,1]","6[4,4,4,2]","9[4,4,4,1,1]","4[4,4,3,3]","11[4,4,3,2,1]","5[4,4,3,1,1,1]","3[4,4,2,2,2]","5[4,4,2,2,1,1]","1[4,4,2,1,1,1,1]","1[4,3,3,3,1]","2[4,3,3,2,2]","2[4,3,3,2,1,1]","1[4,3,3,1,1,1,1]","1[4,3,2,2,2,1]","1[9,2,1,1,1,1]","2[9,1,1,1,1,1,1]","1[8,4,1,1,1]","1[8,3,2,1,1]","3[8,3,1,1,1,1]","1[8,2,2,1,1,1]","3[8,2,1,1,1,1,1]","2[8,1,1,1,1,1,1,1]","1[7,5,2,1]","1[7,5,1,1,1]","1[7,4,3,1]","1[7,4,2,2]","4[7,4,2,1,1]","3[7,4,1,1,1,1]","1[7,3,3,1,1]","1[7,3,2,2,1]","4[7,3,2,1,1,1]","3[7,3,1,1,1,1,1]","1[7,2,2,1,1,1,1]","1[7,2,1,1,1,1,1,1]","1[6,6,2,1]","1[6,5,4]","2[6,5,3,1]","3[6,5,2,2]","4[6,5,2,1,1]","1[6,5,1,1,1,1]","3[6,4,4,1]","2[6,4,3,2]","4[6,4,3,1,1]","4[6,4,2,2,1]","4[6,4,2,1,1,1]","1[6,4,1,1,1,1,1]","1[6,3,3,2,1]","1[6,3,3,1,1,1]","1[6,3,2,2,1,1]","1[6,3,2,1,1,1,1]","3[5,5,4,1]","3[5,5,3,2]","2[5,5,3,1,1]","3[5,5,2,2,1]","1[5,5,2,1,1,1]","3[5,4,4,2]","3[5,4,4,1,1]","1[5,4,3,3]","2[5,4,3,2,1]","1[5,4,3,1,1,1]","1[5,4,2,2,2]","1[5,4,2,2,1,1]","1[4,4,4,2,1]","1[9,1,1,1,1,1,1,1]","1[8,3,1,1,1,1,1]","1[7,4,2,1,1,1]","1[6,5,2,2,1]","1[6,4,4,1,1]","1[5,5,4,2]"
